iter	Passed	Remaining
3218	773830	42790
3219	774023	42547
3220	774323	42310
3221	774622	42072
3222	774826	41830
3223	775075	41590
3224	775356	41352
3225	775545	41109
3226	775756	40867
3227	776050	40629
3228	776239	40386
3229	776525	40148
3230	776867	39913
3231	777165	39675
3232	777522	39441
3233	777821	39203
3234	778022	38961
3235	778312	38723
3236	778593	38484
3237	778872	38246
3238	779065	38003
3239	779365	37765
3240	779681	37528
3241	779960	37289
3242	780151	37046
3243	780427	36808
3244	780623	36565
3245	780908	36326
3246	781252	36091
3247	781443	35848
3248	781743	35610
3249	782025	35371
3250	782346	35134
3251	782573	34893
3252	782875	34655
3253	783074	34412
3254	783357	34174
3255	783553	33931
3256	783557	33680
3257	783795	33440
3258	783983	33197
3259	784070	32950
3260	784408	32713
3261	784602	32471
3262	784895	32232
3263	784902	31982
3264	785190	31744
3265	785464	31505
3266	785661	31262
3267	785857	31020
3268	786042	30778
3269	786320	30539
3270	786621	30300
3271	786816	30058
3272	787095	29819
3273	787386	29581
3274	787669	29342
3275	787957	29103
3276	788148	28861
3277	788432	28622
3278	788734	28383
3279	789017	28144
3280	789293	27905
3281	789554	27665
3282	789848	27426
3283	790150	27188
3284	790440	26949
3285	790633	26707
3286	790912	26468
3287	791205	26229
3288	791406	25987
3289	791689	25747
3290	791978	25508
3291	792163	25266
3292	792442	25027
3293	792630	24784
3294	792911	24545
3295	792915	24297
3296	793100	24055
3297	793385	23816
3298	793675	23576
3299	793874	23335
3300	794144	23095
3301	794436	22856
3302	794717	22616
3303	794995	22377
3304	795273	22137
3305	795553	21898
3306	795835	21658
3307	796018	21416
3308	796283	21176
3309	796581	20937
3310	796904	20698
3311	797097	20456
3312	797381	20217
3313	797695	19978
3314	797889	19736
3315	798167	19496
3316	798444	19257
3317	798636	19015
3318	798926	18775
3319	799159	18534
3320	799445	18295
3321	799632	18053
3322	799666	17807
3323	799963	17568
3324	800244	17328
3325	800533	17088
3326	800726	16847
3327	801012	16607
3328	801303	16367
3329	801554	16127
3330	801742	15885
3331	801924	15643
3332	802207	15403
3333	802453	15163
3334	802725	14923
3335	803007	14683
3336	803012	14438
3337	803191	14196
3338	803479	13956
3339	803764	13716
3340	804049	13477
3341	804352	13237
3342	804652	12997
3343	804842	12756
3344	805125	12516
3345	805409	12276
3346	805604	12034
3347	805898	11794
3348	806173	11554
3349	806448	11314
3350	806647	11073
3351	806859	10831
3352	807147	10591
3353	807336	10350
3354	807594	10109
3355	807782	9868
3356	807974	9627
3357	808268	9387
3358	808460	9146
3359	808707	8905
3360	808996	8665
3361	809273	8424
3362	809557	8184
3363	809846	7944
3364	810131	7704
3365	810412	7463
3366	810605	7222
3367	810799	6981
3368	811083	6740
3369	811265	6499
3370	811499	6258
3371	811691	6017
3372	811881	5776
3373	812155	5536
3374	812433	5295
3375	812712	5055
3376	813004	4814
3377	813249	4574
3378	813536	4333
3379	813822	4093
3380	814108	3852
3381	814372	3611
3382	814658	3371
3383	814934	3130
3384	815126	2889
3385	815410	2649
3386	815601	2408
3387	815881	2167
3388	816171	1926
3389	816239	1685
3390	816524	1444
3391	816808	1204
3392	816994	963
3393	817228	722
3394	817412	481
3395	817694	240
3396	817977	0
